rho,betak1,Li1,gammai1,Li2,gammai2,Li3,gammai3,Li4,gammai4,beta,eta,L,gamma
1.865000e+00,4.638070e-01,1.488439e+01,0.000000e+00,1.488439e+01,0.000000e+00,1.453757e+01,0.000000e+00,1.453757e+01,0.000000e+00,4.638070e-01,1.000000e+00,5.884393e+01,4.248527e-01
1.870000e+00,4.652406e-01,1.488506e+01,0.000000e+00,1.488506e+01,0.000000e+00,1.454023e+01,0.000000e+00,1.454023e+01,0.000000e+00,4.652406e-01,1.000000e+00,5.885057e+01,4.248047e-01
1.875000e+00,4.666667e-01,1.488571e+01,0.000000e+00,1.488571e+01,0.000000e+00,1.454286e+01,0.000000e+00,1.454286e+01,0.000000e+00,4.666667e-01,1.000000e+00,5.885714e+01,4.247573e-01
1.880000e+00,4.680851e-01,1.488636e+01,0.000000e+00,1.488636e+01,0.000000e+00,1.454545e+01,0.000000e+00,1.454545e+01,0.000000e+00,4.680851e-01,1.000000e+00,5.886364e+01,4.247104e-01
1.885000e+00,4.694960e-01,1.488701e+01,0.000000e+00,1.488701e+01,0.000000e+00,1.454802e+01,0.000000e+00,1.454802e+01,0.000000e+00,4.694960e-01,1.000000e+00,5.887006e+01,4.246641e-01
1.890000e+00,4.708995e-01,1.488764e+01,0.000000e+00,1.488764e+01,0.000000e+00,1.455056e+01,0.000000e+00,1.455056e+01,0.000000e+00,4.708995e-01,1.000000e+00,5.887640e+01,4.246183e-01
1.895000e+00,4.722955e-01,1.488827e+01,0.000000e+00,1.488827e+01,0.000000e+00,1.455307e+01,0.000000e+00,1.455307e+01,0.000000e+00,4.722955e-01,1.000000e+00,5.888268e+01,4.245731e-01
1.900000e+00,4.736842e-01,1.488889e+01,0.000000e+00,1.488889e+01,0.000000e+00,1.455556e+01,0.000000e+00,1.455556e+01,0.000000e+00,4.736842e-01,1.000000e+00,5.888889e+01,4.245283e-01
1.905000e+00,4.750656e-01,1.488950e+01,0.000000e+00,1.488950e+01,0.000000e+00,1.455801e+01,0.000000e+00,1.455801e+01,0.000000e+00,4.750656e-01,1.000000e+00,5.889503e+01,4.244841e-01
1.910000e+00,4.764398e-01,1.489011e+01,0.000000e+00,1.489011e+01,0.000000e+00,1.456044e+01,0.000000e+00,1.456044e+01,0.000000e+00,4.764398e-01,1.000000e+00,5.890110e+01,4.244403e-01
1.915000e+00,4.778068e-01,1.489071e+01,0.000000e+00,1.489071e+01,0.000000e+00,1.456284e+01,0.000000e+00,1.456284e+01,0.000000e+00,4.778068e-01,1.000000e+00,5.890710e+01,4.243970e-01
1.920000e+00,4.791667e-01,1.489130e+01,0.000000e+00,1.489130e+01,0.000000e+00,1.456522e+01,0.000000e+00,1.456522e+01,0.000000e+00,4.791667e-01,1.000000e+00,5.891304e+01,4.243542e-01
1.925000e+00,4.805195e-01,1.489189e+01,0.000000e+00,1.489189e+01,0.000000e+00,1.456757e+01,0.000000e+00,1.456757e+01,0.000000e+00,4.805195e-01,1.000000e+00,5.891892e+01,4.243119e-01
1.930000e+00,4.818653e-01,1.489247e+01,0.000000e+00,1.489247e+01,0.000000e+00,1.456989e+01,0.000000e+00,1.456989e+01,0.000000e+00,4.818653e-01,1.000000e+00,5.892473e+01,4.242701e-01
1.935000e+00,4.832041e-01,1.489305e+01,0.000000e+00,1.489305e+01,0.000000e+00,1.457219e+01,0.000000e+00,1.457219e+01,0.000000e+00,4.832041e-01,1.000000e+00,5.893048e+01,4.242287e-01
1.940000e+00,4.845361e-01,1.489362e+01,0.000000e+00,1.489362e+01,0.000000e+00,1.457447e+01,0.000000e+00,1.457447e+01,0.000000e+00,4.845361e-01,1.000000e+00,5.893617e+01,4.241877e-01
1.945000e+00,4.858612e-01,1.489418e+01,0.000000e+00,1.489418e+01,0.000000e+00,1.457672e+01,0.000000e+00,1.457672e+01,0.000000e+00,4.858612e-01,1.000000e+00,5.894180e+01,4.241472e-01
1.950000e+00,4.871795e-01,1.489474e+01,0.000000e+00,1.489474e+01,0.000000e+00,1.457895e+01,0.000000e+00,1.457895e+01,0.000000e+00,4.871795e-01,1.000000e+00,5.894737e+01,4.241071e-01
1.955000e+00,4.884910e-01,1.489529e+01,0.000000e+00,1.489529e+01,0.000000e+00,1.458115e+01,0.000000e+00,1.458115e+01,0.000000e+00,4.884910e-01,1.000000e+00,5.895288e+01,4.240675e-01
1.960000e+00,4.897959e-01,1.489583e+01,0.000000e+00,1.489583e+01,0.000000e+00,1.458333e+01,0.000000e+00,1.458333e+01,0.000000e+00,4.897959e-01,1.000000e+00,5.895833e+01,4.240283e-01
1.965000e+00,4.910941e-01,1.489637e+01,0.000000e+00,1.489637e+01,0.000000e+00,1.458549e+01,0.000000e+00,1.458549e+01,0.000000e+00,4.910941e-01,1.000000e+00,5.896373e+01,4.239895e-01
1.970000e+00,4.923858e-01,1.489691e+01,0.000000e+00,1.489691e+01,0.000000e+00,1.458763e+01,0.000000e+00,1.458763e+01,0.000000e+00,4.923858e-01,1.000000e+00,5.896907e+01,4.239510e-01
1.975000e+00,4.936709e-01,1.489744e+01,0.000000e+00,1.489744e+01,0.000000e+00,1.458974e+01,0.000000e+00,1.458974e+01,0.000000e+00,4.936709e-01,1.000000e+00,5.897436e+01,4.239130e-01
1.980000e+00,4.949495e-01,1.489796e+01,0.000000e+00,1.489796e+01,0.000000e+00,1.459184e+01,0.000000e+00,1.459184e+01,0.000000e+00,4.949495e-01,1.000000e+00,5.897959e+01,4.238754e-01
1.985000e+00,4.962217e-01,1.489848e+01,0.000000e+00,1.489848e+01,0.000000e+00,1.459391e+01,0.000000e+00,1.459391e+01,0.000000e+00,4.962217e-01,1.000000e+00,5.898477e+01,4.238382e-01
1.990000e+00,4.974874e-01,1.489899e+01,0.000000e+00,1.489899e+01,0.000000e+00,1.459596e+01,0.000000e+00,1.459596e+01,0.000000e+00,4.974874e-01,1.000000e+00,5.898990e+01,4.238014e-01
1.995000e+00,4.987469e-01,1.489950e+01,0.000000e+00,1.489950e+01,0.000000e+00,1.459799e+01,0.000000e+00,1.459799e+01,0.000000e+00,4.987469e-01,1.000000e+00,5.899497e+01,4.237649e-01
2.000000e+00,5.000000e-01,1.490000e+01,0.000000e+00,1.490000e+01,0.000000e+00,1.460000e+01,0.000000e+00,1.460000e+01,0.000000e+00,5.000000e-01,1.000000e+00,5.900000e+01,4.237288e-01
2.005000e+00,5.012469e-01,1.490050e+01,0.000000e+00,1.490050e+01,0.000000e+00,1.460199e+01,0.000000e+00,1.460199e+01,0.000000e+00,5.012469e-01,1.000000e+00,5.900498e+01,4.236931e-01
2.010000e+00,5.024876e-01,1.490099e+01,0.000000e+00,1.490099e+01,0.000000e+00,1.460396e+01,0.000000e+00,1.460396e+01,0.000000e+00,5.024876e-01,1.000000e+00,5.900990e+01,4.236577e-01
2.015000e+00,5.037221e-01,1.490148e+01,0.000000e+00,1.490148e+01,0.000000e+00,1.460591e+01,0.000000e+00,1.460591e+01,0.000000e+00,5.037221e-01,1.000000e+00,5.901478e+01,4.236227e-01
2.020000e+00,5.049505e-01,1.490196e+01,0.000000e+00,1.490196e+01,0.000000e+00,1.460784e+01,0.000000e+00,1.460784e+01,0.000000e+00,5.049505e-01,1.000000e+00,5.901961e+01,4.235880e-01
2.025000e+00,5.061728e-01,1.490244e+01,0.000000e+00,1.490244e+01,0.000000e+00,1.460976e+01,0.000000e+00,1.460976e+01,0.000000e+00,5.061728e-01,1.000000e+00,5.902439e+01,4.235537e-01
2.030000e+00,5.073892e-01,1.490291e+01,0.000000e+00,1.490291e+01,0.000000e+00,1.461165e+01,0.000000e+00,1.461165e+01,0.000000e+00,5.073892e-01,1.000000e+00,5.902913e+01,4.235197e-01
2.035000e+00,5.085995e-01,1.490338e+01,0.000000e+00,1.490338e+01,0.000000e+00,1.461353e+01,0.000000e+00,1.461353e+01,0.000000e+00,5.085995e-01,1.000000e+00,5.903382e+01,4.234861e-01
2.040000e+00,5.098039e-01,1.490385e+01,0.000000e+00,1.490385e+01,0.000000e+00,1.461538e+01,0.000000e+00,1.461538e+01,0.000000e+00,5.098039e-01,1.000000e+00,5.903846e+01,4.234528e-01
2.045000e+00,5.110024e-01,1.490431e+01,0.000000e+00,1.490431e+01,0.000000e+00,1.461722e+01,0.000000e+00,1.461722e+01,0.000000e+00,5.110024e-01,1.000000e+00,5.904306e+01,4.234198e-01
2.050000e+00,5.121951e-01,1.490476e+01,0.000000e+00,1.490476e+01,0.000000e+00,1.461905e+01,0.000000e+00,1.461905e+01,0.000000e+00,5.121951e-01,1.000000e+00,5.904762e+01,4.233871e-01
2.055000e+00,5.133820e-01,1.490521e+01,0.000000e+00,1.490521e+01,0.000000e+00,1.462085e+01,0.000000e+00,1.462085e+01,0.000000e+00,5.133820e-01,1.000000e+00,5.905213e+01,4.233547e-01
2.060000e+00,5.145631e-01,1.490566e+01,0.000000e+00,1.490566e+01,0.000000e+00,1.462264e+01,0.000000e+00,1.462264e+01,0.000000e+00,5.145631e-01,1.000000e+00,5.905660e+01,4.233227e-01
2.065000e+00,5.157385e-01,1.490610e+01,0.000000e+00,1.490610e+01,0.000000e+00,1.462441e+01,0.000000e+00,1.462441e+01,0.000000e+00,5.157385e-01,1.000000e+00,5.906103e+01,4.232909e-01
2.070000e+00,5.169082e-01,1.490654e+01,0.000000e+00,1.490654e+01,0.000000e+00,1.462617e+01,0.000000e+00,1.462617e+01,0.000000e+00,5.169082e-01,1.000000e+00,5.906542e+01,4.232595e-01
2.075000e+00,5.180723e-01,1.490698e+01,0.000000e+00,1.490698e+01,0.000000e+00,1.462791e+01,0.000000e+00,1.462791e+01,0.000000e+00,5.180723e-01,1.000000e+00,5.906977e+01,4.232283e-01
2.080000e+00,5.192308e-01,1.490741e+01,0.000000e+00,1.490741e+01,0.000000e+00,1.462963e+01,0.000000e+00,1.462963e+01,0.000000e+00,5.192308e-01,1.000000e+00,5.907407e+01,4.231975e-01
2.085000e+00,5.203837e-01,1.490783e+01,0.000000e+00,1.490783e+01,0.000000e+00,1.463134e+01,0.000000e+00,1.463134e+01,0.000000e+00,5.203837e-01,1.000000e+00,5.907834e+01,4.231669e-01
2.090000e+00,5.215311e-01,1.490826e+01,0.000000e+00,1.490826e+01,0.000000e+00,1.463303e+01,0.000000e+00,1.463303e+01,0.000000e+00,5.215311e-01,1.000000e+00,5.908257e+01,4.231366e-01
2.095000e+00,5.226730e-01,1.490868e+01,0.000000e+00,1.490868e+01,0.000000e+00,1.463470e+01,0.000000e+00,1.463470e+01,0.000000e+00,5.226730e-01,1.000000e+00,5.908676e+01,4.231066e-01
2.100000e+00,5.238095e-01,1.490909e+01,0.000000e+00,1.490909e+01,0.000000e+00,1.463636e+01,0.000000e+00,1.463636e+01,0.000000e+00,5.238095e-01,1.000000e+00,5.909091e+01,4.230769e-01
2.105000e+00,5.249406e-01,1.490950e+01,0.000000e+00,1.490950e+01,0.000000e+00,1.463801e+01,0.000000e+00,1.463801e+01,0.000000e+00,5.249406e-01,1.000000e+00,5.909502e+01,4.230475e-01
2.110000e+00,5.260664e-01,1.490991e+01,0.000000e+00,1.490991e+01,0.000000e+00,1.463964e+01,0.000000e+00,1.463964e+01,0.000000e+00,5.260664e-01,1.000000e+00,5.909910e+01,4.230183e-01
2.115000e+00,5.271868e-01,1.491031e+01,0.000000e+00,1.491031e+01,0.000000e+00,1.464126e+01,0.000000e+00,1.464126e+01,0.000000e+00,5.271868e-01,1.000000e+00,5.910314e+01,4.229894e-01
2.120000e+00,5.283019e-01,1.491071e+01,0.000000e+00,1.491071e+01,0.000000e+00,1.464286e+01,0.000000e+00,1.464286e+01,0.000000e+00,5.283019e-01,1.000000e+00,5.910714e+01,4.229607e-01
2.125000e+00,5.294118e-01,1.491111e+01,0.000000e+00,1.491111e+01,0.000000e+00,1.464444e+01,0.000000e+00,1.464444e+01,0.000000e+00,5.294118e-01,1.000000e+00,5.911111e+01,4.229323e-01
2.130000e+00,5.305164e-01,1.491150e+01,0.000000e+00,1.491150e+01,0.000000e+00,1.464602e+01,0.000000e+00,1.464602e+01,0.000000e+00,5.305164e-01,1.000000e+00,5.911504e+01,4.229042e-01
2.135000e+00,5.316159e-01,1.491189e+01,0.000000e+00,1.491189e+01,0.000000e+00,1.464758e+01,0.000000e+00,1.464758e+01,0.000000e+00,5.316159e-01,1.000000e+00,5.911894e+01,4.228763e-01
2.140000e+00,5.327103e-01,1.491228e+01,0.000000e+00,1.491228e+01,0.000000e+00,1.464912e+01,0.000000e+00,1.464912e+01,0.000000e+00,5.327103e-01,1.000000e+00,5.912281e+01,4.228487e-01
2.145000e+00,5.337995e-01,1.491266e+01,0.000000e+00,1.491266e+01,0.000000e+00,1.465066e+01,0.000000e+00,1.465066e+01,0.000000e+00,5.337995e-01,1.000000e+00,5.912664e+01,4.228213e-01
2.150000e+00,5.348837e-01,1.491304e+01,0.000000e+00,1.491304e+01,0.000000e+00,1.465217e+01,0.000000e+00,1.465217e+01,0.000000e+00,5.348837e-01,1.000000e+00,5.913043e+01,4.227941e-01
2.155000e+00,5.359629e-01,1.491342e+01,0.000000e+00,1.491342e+01,0.000000e+00,1.465368e+01,0.000000e+00,1.465368e+01,0.000000e+00,5.359629e-01,1.000000e+00,5.913420e+01,4.227672e-01
2.160000e+00,5.370370e-01,1.491379e+01,0.000000e+00,1.491379e+01,0.000000e+00,1.465517e+01,0.000000e+00,1.465517e+01,0.000000e+00,5.370370e-01,1.000000e+00,5.913793e+01,4.227405e-01
2.165000e+00,5.381062e-01,1.491416e+01,0.000000e+00,1.491416e+01,0.000000e+00,1.465665e+01,0.000000e+00,1.465665e+01,0.000000e+00,5.381062e-01,1.000000e+00,5.914163e+01,4.227141e-01
2.170000e+00,5.391705e-01,1.491453e+01,0.000000e+00,1.491453e+01,0.000000e+00,1.465812e+01,0.000000e+00,1.465812e+01,0.000000e+00,5.391705e-01,1.000000e+00,5.914530e+01,4.226879e-01
2.175000e+00,5.402299e-01,1.491489e+01,0.000000e+00,1.491489e+01,0.000000e+00,1.465957e+01,0.000000e+00,1.465957e+01,0.000000e+00,5.402299e-01,1.000000e+00,5.914894e+01,4.226619e-01
2.180000e+00,5.412844e-01,1.491525e+01,0.000000e+00,1.491525e+01,0.000000e+00,1.466102e+01,0.000000e+00,1.466102e+01,0.000000e+00,5.412844e-01,1.000000e+00,5.915254e+01,4.226361e-01
2.185000e+00,5.423341e-01,1.491561e+01,0.000000e+00,1.491561e+01,0.000000e+00,1.466245e+01,0.000000e+00,1.466245e+01,0.000000e+00,5.423341e-01,1.000000e+00,5.915612e+01,4.226106e-01
2.190000e+00,5.433790e-01,1.491597e+01,0.000000e+00,1.491597e+01,0.000000e+00,1.466387e+01,0.000000e+00,1.466387e+01,0.000000e+00,5.433790e-01,1.000000e+00,5.915966e+01,4.225852e-01
2.195000e+00,5.444191e-01,1.491632e+01,0.000000e+00,1.491632e+01,0.000000e+00,1.466527e+01,0.000000e+00,1.466527e+01,0.000000e+00,5.444191e-01,1.000000e+00,5.916318e+01,4.225601e-01
2.200000e+00,5.454545e-01,1.491667e+01,0.000000e+00,1.491667e+01,0.000000e+00,1.466667e+01,0.000000e+00,1.466667e+01,0.000000e+00,5.454545e-01,1.000000e+00,5.916667e+01,4.225352e-01
2.205000e+00,5.464853e-01,1.491701e+01,0.000000e+00,1.491701e+01,0.000000e+00,1.466805e+01,0.000000e+00,1.466805e+01,0.000000e+00,5.464853e-01,1.000000e+00,5.917012e+01,4.225105e-01
2.210000e+00,5.475113e-01,1.491736e+01,0.000000e+00,1.491736e+01,0.000000e+00,1.466942e+01,0.000000e+00,1.466942e+01,0.000000e+00,5.475113e-01,1.000000e+00,5.917355e+01,4.224860e-01
2.215000e+00,5.485327e-01,1.491770e+01,0.000000e+00,1.491770e+01,0.000000e+00,1.467078e+01,0.000000e+00,1.467078e+01,0.000000e+00,5.485327e-01,1.000000e+00,5.917695e+01,4.224618e-01
2.220000e+00,5.495495e-01,1.491803e+01,0.000000e+00,1.491803e+01,0.000000e+00,1.467213e+01,0.000000e+00,1.467213e+01,0.000000e+00,5.495495e-01,1.000000e+00,5.918033e+01,4.224377e-01
2.225000e+00,5.505618e-01,1.491837e+01,0.000000e+00,1.491837e+01,0.000000e+00,1.467347e+01,0.000000e+00,1.467347e+01,0.000000e+00,5.505618e-01,1.000000e+00,5.918367e+01,4.224138e-01
2.230000e+00,5.515695e-01,1.491870e+01,0.000000e+00,1.491870e+01,0.000000e+00,1.467480e+01,0.000000e+00,1.467480e+01,0.000000e+00,5.515695e-01,1.000000e+00,5.918699e+01,4.223901e-01
2.235000e+00,5.525727e-01,1.491903e+01,0.000000e+00,1.491903e+01,0.000000e+00,1.467611e+01,0.000000e+00,1.467611e+01,0.000000e+00,5.525727e-01,1.000000e+00,5.919028e+01,4.223666e-01
2.240000e+00,5.535714e-01,1.491935e+01,0.000000e+00,1.491935e+01,0.000000e+00,1.467742e+01,0.000000e+00,1.467742e+01,0.000000e+00,5.535714e-01,1.000000e+00,5.919355e+01,4.223433e-01
2.245000e+00,5.545657e-01,1.491968e+01,0.000000e+00,1.491968e+01,0.000000e+00,1.467871e+01,0.000000e+00,1.467871e+01,0.000000e+00,5.545657e-01,1.000000e+00,5.919679e+01,4.223202e-01
2.250000e+00,5.555556e-01,1.492000e+01,0.000000e+00,1.492000e+01,0.000000e+00,1.468000e+01,0.000000e+00,1.468000e+01,0.000000e+00,5.555556e-01,1.000000e+00,5.920000e+01,4.222973e-01
2.255000e+00,5.565410e-01,1.492032e+01,0.000000e+00,1.492032e+01,0.000000e+00,1.468127e+01,0.000000e+00,1.468127e+01,0.000000e+00,5.565410e-01,1.000000e+00,5.920319e+01,4.222746e-01
2.260000e+00,5.575221e-01,1.492063e+01,0.000000e+00,1.492063e+01,0.000000e+00,1.468254e+01,0.000000e+00,1.468254e+01,0.000000e+00,5.575221e-01,1.000000e+00,5.920635e+01,4.222520e-01
2.265000e+00,5.584989e-01,1.492095e+01,0.000000e+00,1.492095e+01,0.000000e+00,1.468379e+01,0.000000e+00,1.468379e+01,0.000000e+00,5.584989e-01,1.000000e+00,5.920949e+01,4.222296e-01
2.270000e+00,5.594714e-01,1.492126e+01,0.000000e+00,1.492126e+01,0.000000e+00,1.468504e+01,0.000000e+00,1.468504e+01,0.000000e+00,5.594714e-01,1.000000e+00,5.921260e+01,4.222074e-01
2.275000e+00,5.604396e-01,1.492157e+01,0.000000e+00,1.492157e+01,0.000000e+00,1.468627e+01,0.000000e+00,1.468627e+01,0.000000e+00,5.604396e-01,1.000000e+00,5.921569e+01,4.221854e-01
2.280000e+00,5.614035e-01,1.492188e+01,0.000000e+00,1.492188e+01,0.000000e+00,1.468750e+01,0.000000e+00,1.468750e+01,0.000000e+00,5.614035e-01,1.000000e+00,5.921875e+01,4.221636e-01
2.285000e+00,5.623632e-01,1.492218e+01,0.000000e+00,1.492218e+01,0.000000e+00,1.468872e+01,0.000000e+00,1.468872e+01,0.000000e+00,5.623632e-01,1.000000e+00,5.922179e+01,4.221419e-01
2.290000e+00,5.633188e-01,1.492248e+01,0.000000e+00,1.492248e+01,0.000000e+00,1.468992e+01,0.000000e+00,1.468992e+01,0.000000e+00,5.633188e-01,1.000000e+00,5.922481e+01,4.221204e-01
2.295000e+00,5.642702e-01,1.492278e+01,0.000000e+00,1.492278e+01,0.000000e+00,1.469112e+01,0.000000e+00,1.469112e+01,0.000000e+00,5.642702e-01,1.000000e+00,5.922780e+01,4.220991e-01
2.300000e+00,5.652174e-01,1.492308e+01,0.000000e+00,1.492308e+01,0.000000e+00,1.469231e+01,0.000000e+00,1.469231e+01,0.000000e+00,5.652174e-01,1.000000e+00,5.923077e+01,4.220779e-01
2.305000e+00,5.661605e-01,1.492337e+01,0.000000e+00,1.492337e+01,0.000000e+00,1.469349e+01,0.000000e+00,1.469349e+01,0.000000e+00,5.661605e-01,1.000000e+00,5.923372e+01,4.220569e-01
2.310000e+00,5.670996e-01,1.492366e+01,0.000000e+00,1.492366e+01,0.000000e+00,1.469466e+01,0.000000e+00,1.469466e+01,0.000000e+00,5.670996e-01,1.000000e+00,5.923664e+01,4.220361e-01
2.315000e+00,5.680346e-01,1.492395e+01,0.000000e+00,1.492395e+01,0.000000e+00,1.469582e+01,0.000000e+00,1.469582e+01,0.000000e+00,5.680346e-01,1.000000e+00,5.923954e+01,4.220154e-01
2.320000e+00,5.689655e-01,1.492424e+01,0.000000e+00,1.492424e+01,0.000000e+00,1.469697e+01,0.000000e+00,1.469697e+01,0.000000e+00,5.689655e-01,1.000000e+00,5.924242e+01,4.219949e-01
2.325000e+00,5.698925e-01,1.492453e+01,0.000000e+00,1.492453e+01,0.000000e+00,1.469811e+01,0.000000e+00,1.469811e+01,0.000000e+00,5.698925e-01,1.000000e+00,5.924528e+01,4.219745e-01
2.330000e+00,5.708155e-01,1.492481e+01,0.000000e+00,1.492481e+01,0.000000e+00,1.469925e+01,0.000000e+00,1.469925e+01,0.000000e+00,5.708155e-01,1.000000e+00,5.924812e+01,4.219543e-01
2.335000e+00,5.717345e-01,1.492509e+01,0.000000e+00,1.492509e+01,0.000000e+00,1.470037e+01,0.000000e+00,1.470037e+01,0.000000e+00,5.717345e-01,1.000000e+00,5.925094e+01,4.219343e-01
2.340000e+00,5.726496e-01,1.492537e+01,0.000000e+00,1.492537e+01,0.000000e+00,1.470149e+01,0.000000e+00,1.470149e+01,0.000000e+00,5.726496e-01,1.000000e+00,5.925373e+01,4.219144e-01
2.345000e+00,5.735608e-01,1.492565e+01,0.000000e+00,1.492565e+01,0.000000e+00,1.470260e+01,0.000000e+00,1.470260e+01,0.000000e+00,5.735608e-01,1.000000e+00,5.925651e+01,4.218946e-01
2.350000e+00,5.744681e-01,1.492593e+01,0.000000e+00,1.492593e+01,0.000000e+00,1.470370e+01,0.000000e+00,1.470370e+01,0.000000e+00,5.744681e-01,1.000000e+00,5.925926e+01,4.218750e-01
2.355000e+00,5.753715e-01,1.492620e+01,0.000000e+00,1.492620e+01,0.000000e+00,1.470480e+01,0.000000e+00,1.470480e+01,0.000000e+00,5.753715e-01,1.000000e+00,5.926199e+01,4.218555e-01
2.360000e+00,5.762712e-01,1.492647e+01,0.000000e+00,1.492647e+01,0.000000e+00,1.470588e+01,0.000000e+00,1.470588e+01,0.000000e+00,5.762712e-01,1.000000e+00,5.926471e+01,4.218362e-01
2.365000e+00,5.771670e-01,1.492674e+01,0.000000e+00,1.492674e+01,0.000000e+00,1.470696e+01,0.000000e+00,1.470696e+01,0.000000e+00,5.771670e-01,1.000000e+00,5.926740e+01,4.218171e-01
2.370000e+00,5.780591e-01,1.492701e+01,0.000000e+00,1.492701e+01,0.000000e+00,1.470803e+01,0.000000e+00,1.470803e+01,0.000000e+00,5.780591e-01,1.000000e+00,5.927007e+01,4.217980e-01
2.375000e+00,5.789474e-01,1.492727e+01,0.000000e+00,1.492727e+01,0.000000e+00,1.470909e+01,0.000000e+00,1.470909e+01,0.000000e+00,5.789474e-01,1.000000e+00,5.927273e+01,4.217791e-01
2.380000e+00,5.798319e-01,1.492754e+01,0.000000e+00,1.492754e+01,0.000000e+00,1.471014e+01,0.000000e+00,1.471014e+01,0.000000e+00,5.798319e-01,1.000000e+00,5.927536e+01,4.217604e-01
2.385000e+00,5.807128e-01,1.492780e+01,0.000000e+00,1.492780e+01,0.000000e+00,1.471119e+01,0.000000e+00,1.471119e+01,0.000000e+00,5.807128e-01,1.000000e+00,5.927798e+01,4.217418e-01
2.390000e+00,5.815900e-01,1.492806e+01,0.000000e+00,1.492806e+01,0.000000e+00,1.471223e+01,0.000000e+00,1.471223e+01,0.000000e+00,5.815900e-01,1.000000e+00,5.928058e+01,4.217233e-01
2.395000e+00,5.824635e-01,1.492832e+01,0.000000e+00,1.492832e+01,0.000000e+00,1.471326e+01,0.000000e+00,1.471326e+01,0.000000e+00,5.824635e-01,1.000000e+00,5.928315e+01,4.217050e-01
2.400000e+00,5.833333e-01,1.492857e+01,0.000000e+00,1.492857e+01,0.000000e+00,1.471429e+01,0.000000e+00,1.471429e+01,0.000000e+00,5.833333e-01,1.000000e+00,5.928571e+01,4.216867e-01
2.405000e+00,5.841996e-01,1.492883e+01,0.000000e+00,1.492883e+01,0.000000e+00,1.471530e+01,0.000000e+00,1.471530e+01,0.000000e+00,5.841996e-01,1.000000e+00,5.928826e+01,4.216687e-01
2.410000e+00,5.850622e-01,1.492908e+01,0.000000e+00,1.492908e+01,0.000000e+00,1.471631e+01,0.000000e+00,1.471631e+01,0.000000e+00,5.850622e-01,1.000000e+00,5.929078e+01,4.216507e-01
2.415000e+00,5.859213e-01,1.492933e+01,0.000000e+00,1.492933e+01,0.000000e+00,1.471731e+01,0.000000e+00,1.471731e+01,0.000000e+00,5.859213e-01,1.000000e+00,5.929329e+01,4.216329e-01
2.420000e+00,5.867769e-01,1.492958e+01,0.000000e+00,1.492958e+01,0.000000e+00,1.471831e+01,0.000000e+00,1.471831e+01,0.000000e+00,5.867769e-01,1.000000e+00,5.929577e+01,4.216152e-01
2.425000e+00,5.876289e-01,1.492982e+01,0.000000e+00,1.492982e+01,0.000000e+00,1.471930e+01,0.000000e+00,1.471930e+01,0.000000e+00,5.876289e-01,1.000000e+00,5.929825e+01,4.215976e-01
2.430000e+00,5.884774e-01,1.493007e+01,0.000000e+00,1.493007e+01,0.000000e+00,1.472028e+01,0.000000e+00,1.472028e+01,0.000000e+00,5.884774e-01,1.000000e+00,5.930070e+01,4.215802e-01
2.435000e+00,5.893224e-01,1.493031e+01,0.000000e+00,1.493031e+01,0.000000e+00,1.472125e+01,0.000000e+00,1.472125e+01,0.000000e+00,5.893224e-01,1.000000e+00,5.930314e+01,4.215629e-01
2.440000e+00,5.901639e-01,1.493056e+01,0.000000e+00,1.493056e+01,0.000000e+00,1.472222e+01,0.000000e+00,1.472222e+01,0.000000e+00,5.901639e-01,1.000000e+00,5.930556e+01,4.215457e-01
2.445000e+00,5.910020e-01,1.493080e+01,0.000000e+00,1.493080e+01,0.000000e+00,1.472318e+01,0.000000e+00,1.472318e+01,0.000000e+00,5.910020e-01,1.000000e+00,5.930796e+01,4.215286e-01
2.450000e+00,5.918367e-01,1.493103e+01,0.000000e+00,1.493103e+01,0.000000e+00,1.472414e+01,0.000000e+00,1.472414e+01,0.000000e+00,5.918367e-01,1.000000e+00,5.931034e+01,4.215116e-01
2.455000e+00,5.926680e-01,1.493127e+01,0.000000e+00,1.493127e+01,0.000000e+00,1.472509e+01,0.000000e+00,1.472509e+01,0.000000e+00,5.926680e-01,1.000000e+00,5.931271e+01,4.214948e-01
2.460000e+00,5.934959e-01,1.493151e+01,0.000000e+00,1.493151e+01,0.000000e+00,1.472603e+01,0.000000e+00,1.472603e+01,0.000000e+00,5.934959e-01,1.000000e+00,5.931507e+01,4.214781e-01
2.465000e+00,5.943205e-01,1.493174e+01,0.000000e+00,1.493174e+01,0.000000e+00,1.472696e+01,0.000000e+00,1.472696e+01,0.000000e+00,5.943205e-01,1.000000e+00,5.931741e+01,4.214614e-01
2.470000e+00,5.951417e-01,1.493197e+01,0.000000e+00,1.493197e+01,0.000000e+00,1.472789e+01,0.000000e+00,1.472789e+01,0.000000e+00,5.951417e-01,1.000000e+00,5.931973e+01,4.214450e-01
2.475000e+00,5.959596e-01,1.493220e+01,0.000000e+00,1.493220e+01,0.000000e+00,1.472881e+01,0.000000e+00,1.472881e+01,0.000000e+00,5.959596e-01,1.000000e+00,5.932203e+01,4.214286e-01
2.480000e+00,5.967742e-01,1.493243e+01,0.000000e+00,1.493243e+01,0.000000e+00,1.472973e+01,0.000000e+00,1.472973e+01,0.000000e+00,5.967742e-01,1.000000e+00,5.932432e+01,4.214123e-01
